Date,Building Number,Project Name,Address,Status,Url
03/31/2010,2010-002508,GREASE HOOD,"3725 SHALLOWFORD RD, MARIETTA GA 30066",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00728&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002503,NEW TENANT MOVE IN,"2070 ATTIC PKWY, SUITE 505, KENNESAW GA 30152",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00727&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002502,FSB - STORAGE SHED,"100 PLANTATION HILL RD, MABLETON GA 30126",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00726&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002501,BRILLIANT EYES VISION CENTER,"1690 POWDER SPRINGS RD, MARIETTA GA 30064",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00725&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002500,SHELL,"2928 AUSTELL RD, MARIETTA GA 30008",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00724&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002498,SHERWIN WILLIAMS,"1270 JOHNSON FERRY RD, MARIETTA GA 30068",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00723&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002497,PEPBOYS AUTO,"5029 FLOYD RD, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00722&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002496,LENSCRAFTER,"2778 COBB PKWY, ATLANTA GA 30339",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00721&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002495,NEW TENANT - INTERIOR RENO,"3101 TOWER CREEK PKWY, SUITE 450, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00720&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002494,SEEDS OF EXCELLENCE,"7680 THE BLUFFS, AUSTELL GA 30168",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00719&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002493,THE BOOK HOUSE,"480 VETERANS MEMORIAL HWY, MABLETON GA 30126",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BLD&capID2=00000&capID3=00718&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002517,RENOVATIONS,"1041 FAIRFIELD DR, MARIETTA GA 30068",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01684&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002516,RENOVATIONS,"2098 CORSICA WAY, MARIETTA GA 30008",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01683&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002515,WATER HEATER,"4026 COLUMNS DR, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01682&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002514,WATER HEATER,"4047 NORSWORTHY WAY, MARIETTA GA 30062",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01681&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002513,WATER HEATER,"2901 WATCHMANS WALK, MARIETTA GA 30064",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01680&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002512,WATER HEATER,"1642 ALEXANDRIA CT, MARIETTA GA 30067",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01679&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002511,WATER HEATER,"3348 HUNTERDON WAY, MARIETTA GA 30067",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01678&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002510,DEMO RES,"3250 FARMINGTON DR, ATLANTA GA 30337",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01677&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002509,RENOVATIONS,"2014 RENFORD PT, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01676&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002507,termite repair,"4328 COLUMNS DR, MARIETTA GA 30067",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01675&agencyCode=COBBCO&IsToShowInspection=
03/31/2010,2010-002506,WATER HEATER,"1400 AMBERTON WAY, POWDER SPRINGS GA 30127",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10BHM&capID2=00000&capID3=01674&agencyCode=COBBCO&IsToShowInspection=
