Date,Building Number,Project Name,Address,Status,Url
06/29/2018,2018-007064,NEW TENANT - INTERIOR RENO,"1815 SOUTH COBB DR, SUITE 101, MARIETTA GA 30060",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01904&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006445,CELL TOWER - CO/LO ROOF TOP & PLATFORM,"3400 OVERTON PARK DR SE, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01782&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006429,NEW TENANT - MOVE IN,"2675 PACES FERRY RD SE, SUITE 410, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01781&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006421,NEW TENANT - MOVE IN,"4938 ATLANTA RD, SUITE 600, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01780&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006420,REMODEL,"6520 ERNEST BARRETT PKWY, MARIETTA GA 30064",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01779&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006417,New Tenant,"3400 OVERTON PARK DR SE, GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01778&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006412,New Tenant - MOVE IN,"425 ERNEST BARRETT PKWY, SUITE 4080, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01777&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006411,PLUM,"6385 QUEENS COURT TRCE, UNIT 17, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=01776&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006449,PLUMBING,"4142 FAYE CT, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04471&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006448,RENO,"4287 STEADING RD, POWDER SPRINGS GA 30127",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04470&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006447,ADDITION,"1201 POPLAR RD, DALLAS GA 30132",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04469&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006446,ELECTRICAL,"1640 WEST SANDTOWN RD, MARIETTA GA 30064",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04468&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006444,CARPORT,"2810 HOPKINS RD, POWDER SPRINGS GA 30127",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04467&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006443,ADDITION,"2927 OWENS POINT TRL, KENNESAW GA 30152",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04466&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006442,RENOVATION,"264 LEE RD SW, GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04465&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006441,PLUM,"3269 ENCLAVE CT, KENNESAW GA 30152",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04464&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006438,SINGLE FAMILY STICK BUILT,"317 ELLIS PRESERVE LN, MARIETTA GA 30064",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04461&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006437,POOL & BARRIER - RESIDENTIAL,"2927 GOLDFINCH CIR, MARIETTA GA 30066",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04460&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006428,ADDITION,"2355 BLUFF DR NW, KENNESAW GA 30152",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04452&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006427,ADDITION,"4027 BEECH TREE CT, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04451&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006426,ADDITION,"777 THACKSTON DR, MARIETTA GA 30068",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04450&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006425,PLUMBING,"1071 LAKEFIELD WALK, MARIETTA GA 30064",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04449&agencyCode=COBBCO&IsToShowInspection=
06/29/2018,2018-006424,PLUMBING,"1510 E BANK DR, MARIETTA GA 30068",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BHM&capID2=00000&capID3=04448&agencyCode=COBBCO&IsToShowInspection=
