Date,Building Number,Project Name,Address,Status,Url
10/31/2022,2022-010447,ELECTRICAL,"5540 ALLEN RD SE, MABLETON GA 30126",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01717&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010446,ELECTRICAL,"5540 ALLEN RD SE, MABLETON GA 30126",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01716&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010444,ELECTRICAL,"5540 ALLEN RD SE, MABLETON GA 30126",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01715&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010443,REMODEL - INT RENO,"1065 BIG SHANTY RD NW, SUITE 200, KENNESAW GA 30144",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01714&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010442,ELECTRICAL,"5540 ALLEN RD SE, MABLETON GA 30126",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01713&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010438,ELECTRICAL,"4475 ROSWELL RD, MARIETTA GA 30062",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01712&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010437,ELECTRICAL,"2500 CUMBERLAND PKWY, ATLANTA GA 30339",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01711&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010435,ELECTRICAL,"5601 ALLEN RD SE, MABLETON GA 30126",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01710&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010428,VACANT TENANT WITH INTERIOR ALTERATIONS,"2300 WINDY RIDGE PKWY SE, SUITE 625, ATLANTA GA 30339",Cancelled,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01709&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010427,NEW TENANT WITH ALTERATIONS,"2500 DALLAS HWY SW, SUITE 500, MARIETTA GA 30064",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01708&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010425,ELECTRICAL,"4939 WOMACK AVE, ACWORTH GA 30101",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01707&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010423,ELECTRICAL,"700 GALLERIA PKWY, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01706&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010421,CELL SITE COLO,"928 KENNESAW DUE WEST RD, KENNESAW GA 30152",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BLD&capID2=00000&capID3=01705&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010455,DEMOLITION RESIDENTIAL,"2994 OCTAVIA CIR, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08437&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010454,RENOVATION,"689 HURT RD SW, SMYRNA GA 30082",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08436&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010453,RETAINING WALL,"3150 SPINNAKERS REACH VIEW, MARIETTA GA 30064",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08435&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010452,,"5271 FLANNERY CHASE, POWDER SPRINGS GA 30127",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08434&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010451,Gardner,"981 INDIAN HILLS PKWY, MARIETTA GA 30068",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08433&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010450,Electrical Work,"1471 ACWORTH DUE WEST RD NW, KENNESAW GA 30152",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08432&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010449,BASEMENT FINISH,"4146 ONSLOW PL, SMYRNA GA 30080",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08431&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010448,ADDITION,"2750 BENTWOOD DR, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08430&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010445,ELECTRICAL,"2743 CHIMNEY SPRINGS DR, MARIETTA GA 30062",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08429&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010441,RETAI,"6111 VENETIAN WAY, MABLETON GA 30126",Applied,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08428&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010440,RENOVATION,"6320 GODFREY DR, MABLETON GA 30126",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08427&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010439,RETAINING WALL,"1227 FAWNDALE DR, KENNESAW GA 30152",Renewed,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08426&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010436,SINGLE FAMILY STICK BUILT,"2919 DANSBY RUN, ACWORTH GA 30101",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08425&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010434,SINGLE FAMILY STICK BUILT,"2924 DANSBY RUN, ACWORTH GA 30101",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08424&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010433,Garren Luong,"2277 VENTANA PATH, BLDG 33, MARIETTA GA 30062",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08423&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010432,RENOVATION,"4184 BRANDON RIDGE DR, MARIETTA GA 30066",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08422&agencyCode=COBBCO&IsToShowInspection=
10/31/2022,2022-010431,ELECTRICAL,"3214 TAMMY LYNN DR, MARIETTA GA 30060",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22BHM&capID2=00000&capID3=08421&agencyCode=COBBCO&IsToShowInspection=
