Date,Building Number,Project Name,Address,Status,Url
01/31/2018,2018-000919,NEW TENANT - MOVE IN,"3400 CUMBERLAND BLVD SE, GA",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00248&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000916,CBRE AT COBB PLACE,"860 COBB PLACE BLVD NW, KENNESAW GA 30144",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00247&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000915,REMODEL - INTERIOR DEMO,"2500 CUMBERLAND PKWY, 600, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00246&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000914,REMODEL - INT RENO,"3950 AUSTELL RD SW, AUSTELL GA 30106",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00245&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000910,ELECTRICAL,"313 WESTWOOD PKWAY SW, 5, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00244&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000909,ELECTRICAL,"308 WESTWOOD PKWAY SW, 3, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00243&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000908,REMODEL- INT RENO,"755 BATTERY AVE SECTION D AVE SE, 250, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00242&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000907,ELECTRICAL,"312 WESTWOOD PKWAY SW, 4, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00241&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000906,ELECTRICAL,"308 WESTWOOD PKWAY SW, 4, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00240&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000905,ELECTRICAL,"313 WESTWOOD PKWAY SW, 1, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00239&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000904,ELECTRICAL,"313 WESTWOOD PKWAY SW, 4, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00238&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000897,101 BAGEL CAFE,"2955 COBB PKWY SE, GA",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00237&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000896,REMODEL - INT RENO,"400 ERNEST BARRETT PKWY, SUITE 117, KENNESAW GA 30144",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00236&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000892,PERRY FAMILY DENTIST,"5396 FLOYD RD, MABELTON GA 30126",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00235&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000884,NEW TENANT - INTERIOR RENOVATION,"3225 CUMBERLAND BLVD, SUITE 525, ATLANTA GA 30",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00234&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000883,ELEC,"4236 AUSTELL RD, BLDG 800/809, AUSTELL GA 30106",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00233&agencyCode=COBBCO&IsToShowInspection=
01/31/2018,2018-000880,ADDITION - COMMERCIAL,"972 ATLANTA ST, MARIETTA GA 30060",Cancelled,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=18BLD&capID2=00000&capID3=00231&agencyCode=COBBCO&IsToShowInspection=
