Date,Building Number,Project Name,Address,Status,Url
01/31/2014,2014-000688,REMODEL - EXT RENO,"1549 KNOX DR, MARIETTA GA 30060",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00235&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000685,MEN WEARHOUSE,"2931 COBB PKWY, ATLANTA GA 30339",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00234&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000683,REMODEL - INTERIOR RENO,"3200 WINDY HILL RD SE, SUITE 300-E, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00233&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000681,REMODEL - INTERIOR RENO,"3200 WINDY HILL RD SE, SUITE 600-E, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00232&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000678,WALTON RIVERWOOD APTS,"3270 WALTON RIVERWOOD LN SE, ATLANTA GA 30339",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00231&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000676,VACANT TENANT - INTERIOR DEMO ONLY,"1205 JOHNSON FERRY RD NE, SUITE 122, MARIETTA GA 30068",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00230&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000671,THE PARTY AVENUE,"3600 DALLAS HWY, MARIETTA GA 30064",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00228&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000670,REMODEL - INTERIOR RENO,"1000 PARKWOOD CIR, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00227&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000669,NEW TENANT - MOVE IN ONLY,"4140 JVL INDUSTRIAL PARK DR, SUITE 207, MARIETTA GA 30066",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00226&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000668,NEW TENANT-MOVE IN ONLY,"4140 JVL INDUSTRIAL PARK DR, SUITE 206, MARIETTA GA 30066",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00225&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000687,POOL BARRIER - RESIDENTIAL,"2471 CEDAR FORKS TRL, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00441&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000686,POOL - RESIDENTIAL,"2471 CEDAR FORKS TRL, MARIETTA GA 30062",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00440&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000684,RENOVATION,"491 PINE VALLEY RD SE, MARIETTA GA 30067",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00439&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000680,PLUM,"3470 ELLENWOOD PARK DR, ROWELL GA 30075",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00437&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000677,ADDITON,"4212 LEWELLEN CT, MARIETTA GA 30064",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00435&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000674,BASEMENT FINISH,"2383 SNUG HARBOR, MARIETTA GA 30066",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00434&agencyCode=COBBCO&IsToShowInspection=
01/31/2014,2014-000673,INQ-2013-00751 RENO,"6632 MARLIN DR, AUSTELL GA 30106",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BHM&capID2=00000&capID3=00433&agencyCode=COBBCO&IsToShowInspection=
01/30/2014,2014-000667,ELECTRICAL,"2751 HAMMONDTON RD, APT 03, MARIETTA GA 30060",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00224&agencyCode=COBBCO&IsToShowInspection=
01/30/2014,2014-000666,NEW TENANT-INTERIOR AND EXTERIOR RENOVATION,"1180 ERNEST BARRETT PKWY, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00223&agencyCode=COBBCO&IsToShowInspection=
01/30/2014,2014-000665,ELECTRICAL,"2751 HAMMONDTON RD, APT 02, MARIETTA GA 30060",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00222&agencyCode=COBBCO&IsToShowInspection=
01/30/2014,2014-000664,NEW TENANT - INT RENO,"360 INTERSTATE NORTH PKWY, SUITE 450, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=14BLD&capID2=00000&capID3=00221&agencyCode=COBBCO&IsToShowInspection=
