Date,Building Number,Project Name,Address,Status,Url
02/28/2013,2013-001670,FREESTANDING BUILDING - MODULAR STYLE CONSTRUCTION,"1453 TERRELL MILL RD SE, BLDG 200, MARIETTA GA 30067",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00585&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001669,ELEC,"5175 ATLANTA RD, SMYRNA GA",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00584&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001668,PRESTO CLEANERS,"31 JOHNSON FERRY RD, MARIETTA GA 30068",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00583&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001667,ELECTRICAL,"6041 MABLETON PKWY SW, MABLETON GA 30126",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00582&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001666,WALMART,"6520 ERNEST BARRETT PKWY, MARIETTA GA 30066",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00581&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001665,ELECTRIC,"3063 DAVIS RD NE, MARIETTA GA 30062",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00580&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001664,NEW TENANT  INTERIOR RENO,"6041 MABLETON PKWY SW, SUITE 6023, MABLETON GA 30126",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00579&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001661,NEW TENANT - MOVE  IN,"1690 STONE VILLAGE LN, 1000/1022, KENNESAW GA 30152",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00578&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001659,ANTENNA CO-LOCATION  WITH  EQUIPMENT CABINET,"2015 SOUTH PARK CELLTOWER #800 PL, MARIETTA GA 30060",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00577&agencyCode=COBBCO&IsToShowInspection=
02/28/2013,2013-001657,ANTENNA CO-LOCATION  WITH  EQUIPMENT CABINET,"7312 FACTORY SHOALS CELLTOWER #800 RD, AUSTELL GA 30168",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=13BLD&capID2=00000&capID3=00576&agencyCode=COBBCO&IsToShowInspection=
