Date,Building Number,Project Name,Address,Status,Url
01/31/2012,2012-000679,PLUMBING,"5720 RUTLAND WAY, POWDER SPRINGS GA 30127",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00446&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000694,ADDITION,"4743 BEECH ST SE, SMYRNA GA 30080",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00458&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000690,ELECTRIC,"490 SIX FLAGS DR, APT I8, AUSTELL GA 30168",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00212&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000689,RENOVATION,"3320 KEENLAND RD, MARIETTA GA 30062",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00454&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000684,NEW TENANT - INTERIOR RENOVATION,"270 RIVERSIDE PKWY, SUITE A, AUSTELL GA 30168",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00210&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000695,ADDITION - ENCLOSURE OF EXISTING DECK,"4934 LOWER ROSWELL RD, BLDG 200, MARIETTA GA 30068",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00213&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000683,PLUMBING,"4031 EBENEZER DR, MARIETTA GA 30066",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00450&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000681,PLUMBING,"4793 FAIRVILLE CT, MARIETTA GA 30062",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00448&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000680,PLUMBING,"608 PARK RIDGE CIR, MARIETTA GA 30068",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00447&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000670,PLUMBING,"1335 CLAY RD, MABLETON GA 30126",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00444&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000669,PLUMBING,"120 ROBIN RD, MARIETTA GA 30067",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00443&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000668,PLUMBING,"2791 CHELSEA PL, MARIETTA GA 30064",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00442&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000667,PLUMBING,"4552 CANEBRAKE CT, POWDER SPRINGS GA 30127",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00441&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000666,NEW TENANT - INTERIOR RENO,"400 ERNEST BARRETT PKWY, SUITE 160, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00206&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000691,ELECTRIC,"1546 OLD CONCORD RD, MARIETTA GA 30060",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00455&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000678,CONDO,"120 CHASTAIN RD NW, UNIT 10/1004, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00024&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000677,CONDO,"120 CHASTAIN RD NW, UNIT 10/1008, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00023&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000676,CONDO,"120 CHASTAIN RD NW, UNIT 10/1006, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00022&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000675,CONDO,"120 CHASTAIN RD NW, UNIT 10/1002, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00021&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000688,ORTHOZONE ORTHODONTIST,"3600 DALLAS HWY, MARIETTA GA 30064",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00211&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000674,PLUMBING,"2569 BENSON POOLE RD, SMYRNA GA 30082",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00209&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000673,NEW TENANT - MOVE IN,"3300 COBB PKWY, SUITE 114, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00208&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000671,REMODEL - INTERIOR RENOVATION,"2600 CUMBERLAND PKWY, ATLANTA GA 30339",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00207&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000693,BASEMENT,"3214 CHIPPEWA RUN, KENNESAW GA 30152",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00457&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000692,ADDITION RENOVATION,"5779 MACLAND RD, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00456&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000687,POOL & BARRIER,"1528 LANDEVEIS END, MARIETTA GA 30068",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00453&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000685,ELEC,"3051 HYACINTH DR, AUSTELL GA 30106",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00451&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000682,SINGLE FAMILY STICK,"791 HELM LN, KENNESAW GA 30144",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00449&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000672,ADDITION,"6715 SONGWOOD DR, AUSTELL GA 30168",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00445&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000665,ADDITION,"890 MUIRFIELD TRCE, MARIETTA GA 30068",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00440&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000664,SINGLE FAMILY STICK BUILT,"5274 MIRANDA WAY, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00439&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000663,SINGLE FAMILY STICK BUILT,"5272 MIRANDA WAY, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00438&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000662,SINGLE FAMILY STICK BUILT,"5268 MIRANDA WAY, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00437&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000661,SINGLE FAMILY STICK BUILT,"5270 MIRANDA WAY, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00436&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000660,SINGLE FAMILY STICK BUILT,"5266 MIRANDA WAY, POWDR SPRINGS GA 30127",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00435&agencyCode=COBBCO&IsToShowInspection=
01/31/2012,2012-000659,SINGLE FAMILY STICK BUILT,"5264 MIRANDA WAY, POWDER SPRINGS GA 30127",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00434&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000655,ADDITION,"1185 STONEHEATH MEWS, MARIETTA GA 30068",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00433&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000644,HEATING,"1965 VAUGHN RD, SUITE A, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00201&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000650,ADDITION,"3583 TURTLE COVE CT, MARIETTA GA 30067",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00428&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000647,POOL & BARRIER,"772 BEDFORD OAKS DR, MARIETTA GA 30068",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00427&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000649,ELEC,"1800 MULKEY RD, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00204&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000645,BASEMENT FINISH,"1657 NORDIC TRCE, MARIETTA GA 30068",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00426&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000643,HEATING,"190 CLYDESDALE LN, MABLETON GA 30126",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00425&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000642,ELECTRIC,"4725 NORTH COBB PKWY, ACWORTH GA 30101",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00424&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000638,AT&T / ATLANTA CELLULAR SERVICES,"2022 POWERS FERRY RD, ATLANTA GA 30339",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00199&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000637,BSMT FINISH,"4192 ARBOR CLUB DR, MARIETTA GA 30066",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00422&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000657,DUPLEX,"4067 CHAMPION DR, AUSTELL GA 30001",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00020&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000656,DUPLEX,"4071 CHAMPION DR, AUSTELL GA 30001",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00019&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000640,APARTMENTS - FSB,"3270 WALTON RIVERWOOD LN SE, BLDG 200, ATLATNA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00018&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000636,APARTMENTS - FSB,"3270 WALTON RIVERWOOD LN SE, BLDG 100, ATLATNA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BMU&capID2=00000&capID3=00017&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000658,NEW TENANT - INTERIOR RENO,"1234 CUMBERLAND MALL, SUITE 170, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00205&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000648,ANTENNA CO-LOCATIONS WITH EQUIPMENT CABINETS,"1351 MIMOSA CELLTOWNER #800 DR SW, MARIETTA GA 30060",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00203&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000646,ADDITION,"375 HOLT RD NE, MARIETTA GA 30068",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00202&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000641,FREESTANDING STRUCTURE - PARKING GARAGE,"3270 WALTON RIVERWOOD LN SE, ATLATNA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00200&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000635,ADDITION,"2900 CUMBERLAND MALL, ATLANTA GA 30339",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00198&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000634,REMODEL - INTERIOR RENO,"3920 S HURT RD SW, SMYRNA GA 30082",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00197&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000651,SINGLE FAMILY STICK BUILT,"6428 CENTURY PARK PL, MABLETON GA 30126",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00429&agencyCode=COBBCO&IsToShowInspection=
01/30/2012,2012-000639,SINGLE FAMILY STICK BUILT,"4675 CAMBRIDGE APPROACH CIR, ROSWELL GA 30075",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00423&agencyCode=COBBCO&IsToShowInspection=
01/27/2012,2012-000630,ELECTRIC,"1715 MCCOLLUM PKWY, KENNESAW GA 30144",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00196&agencyCode=COBBCO&IsToShowInspection=
01/27/2012,2012-000628,ELECTRICAL,"3162 JOHNSON FERRY RD NE, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=00194&agencyCode=COBBCO&IsToShowInspection=
01/27/2012,2012-000627,ELECTRIC,"5329 AUSTELL RD, AUSTELL GA 30106",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00418&agencyCode=COBBCO&IsToShowInspection=
01/27/2012,2012-000625,ADDITION,"3631 LAKESHORE DR SW, SMYRNA GA 30082",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BHM&capID2=00000&capID3=00416&agencyCode=COBBCO&IsToShowInspection=
