Date,Building Number,Project Name,Address,Status,Url
10/31/2012,2012-008084,FREESTANDING STRUCTURE,"1220 AL BISHOP DR, MARIETTA GA 30008",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02480&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008083,FREESTANDING STRUCTURE,"1220 AL BISHOP DR, MARIETTA GA 30008",Certificate of Completion,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02479&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008078,NEW TENANT- MOVE IN,"3621 VININGS SLOPE, SUITE 4320, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02478&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008077,PLUMBING,"1716 TERRELL MILL RD, APT E-6, MARIETTA GA 30067",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02477&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008074,VINEYARD PLACE EAST,"3150 STAGLIN DR, MARIETTA GA",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02476&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008073,NEW TENANT - INTERIOR RENOVATION,"4300 PACES FERRY RD, SUITE 230, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02475&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008072,VINEYARD PLACE EAST,"3157 STAGLIN DR, MARIETTA GA 30064",Issued,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02474&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008061,NEW TENANT - MOVE IN ONLY,"2300 SHALLOWFORD RD, SUITE 12, MARIETTA GA 30066",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02472&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008060,SAINT TERESA'S EPISCOPAL CHURCH,"5725 FORDS RD NW, ACWORTH GA 30101",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02471&agencyCode=COBBCO&IsToShowInspection=
10/31/2012,2012-008059,NEW TENANT - MOVE IN,"4900 CIRCLE 75 PKWY, ATLANTA GA 30339",Certificate of Occupancy,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=12BLD&capID2=00000&capID3=02470&agencyCode=COBBCO&IsToShowInspection=
