Date,Building Number,Project Name,Address,Status,Url
02/28/2005,2005-002165,SINGLE FAMILY STICK BUILT,"2085 MACLAND RD, GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02536&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002164,PLUM,"1073 POLO CLUB DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02535&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002163,REMODEL,"4072 COLUMNS DR, MARIETTA GA",VOID,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02534&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002162,HEAT,"4521 N SLOPE CIR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02533&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002161,PLUM,"706 PARK RIDGE CIR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02532&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002160,PLUM,"3813 LOCK HIGHLAND PKY, ROSWELL GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02531&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002159,PLUM,"4983 HOLBORN CT, ACWORTH GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02530&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002158,PLUM,"1201 MOUNTAINSIDE TRCE, KENNESAW GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02529&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002157,PLUM,"5113 CHIPPING DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02528&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002156,PLUM,"2154 SOUTHBROOK RDG, KENNESAW GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02527&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002155,ADDITION,"6621 QUEENS MILL RD, MABLETON GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02526&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002154,PLUM,"463 CHATFIELD PT, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02525&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002153,POOL,"5158 FAWN TRL, MABLETON GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02524&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002152,SEWER,"330 HUNTERS RIDGE DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02523&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002151,PLUM,"1165 UNIVERSITY DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02522&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002150,PLUM,"1097 CHENEY PL, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02521&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002149,PLUM,"2344 TUXEDO DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02520&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002148,PLUM,"989 OTTER WAY, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02519&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002147,PLUM,"331 OLD ORCHARD CT, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02518&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002146,PLUM,"3771 UPLAND DR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02517&agencyCode=COBBCO&IsToShowInspection=
02/28/2005,2005-002145,PLUM,"4772 HILL CT, ROSWELL GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=05HST&capID2=00000&capID3=02516&agencyCode=COBBCO&IsToShowInspection=
