Date,Building Number,Project Name,Address,Status,Url
07/31/2008,2008-007152,ELECTRIC,"1550 ANDERSON MILL RD, AUSTELL GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01214&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007159,REMODEL - INTERIOR RENO,"2060 LOWER ROSWELL RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01213&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007166,HEATING,"1201 CUMBERLAND  MALL, ATLANTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01212&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007172,NEW TENANT - MOVE IN,"3565 AUSTELL RD, 5, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01211&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007179,NEW TENANT - MOVE IN,"791 VETERANS MEMORIAL HWY, MABLETON GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01210&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007178,VACANT TENANT  W/ DEMO,"369 PAT MELL RD, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01209&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007162,DEMO - INTERIOR,"1750 POWER SPRINGS RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=01193&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007161,FOOTING & FOUNDATION,"4068 OAK FOREST CIR, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=05677&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007160,HEATING,"1172 CONGRESS CT, MARIETTA GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=05676&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007180,DECK,"1603 FERNSTONE DR, ACWORTH GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=05652&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007177,PLUM,"101 LANSING DR, KENNESAW GA",Expired,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=05651&agencyCode=COBBCO&IsToShowInspection=
07/31/2008,2008-007176,SERVICE,"3829 BRANDY STATION CT, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=05650&agencyCode=COBBCO&IsToShowInspection=
